match_id,bowler,runs_conceded,legal_balls,wickets_taken,dot_balls,overs_bowled,economy_rate,dot_ball_pct
335982,AA Noffke,41,24,1,6,4.0,10.25,25.0
335982,AB Agarkar,25,24,3,15,4.0,6.25,62.5
335982,AB Dinda,9,18,2,11,3.0,3.0,61.11
335982,CL White,24,6,0,0,1.0,24.0,0.0
335982,I Sharma,13,18,1,10,3.0,4.33,55.56
335982,JH Kallis,52,24,1,8,4.0,13.0,33.33
335982,LR Shukla,12,7,1,3,1.17,10.26,42.86
335982,P Kumar,41,24,0,10,4.0,10.25,41.67
335982,SB Joshi,26,18,0,4,3.0,8.67,22.22
335982,SC Ganguly,23,24,3,11,4.0,5.75,45.83
335982,Z Khan,38,24,1,8,4.0,9.5,33.33
335983,B Lee,36,24,1,11,4.0,9.0,45.83
335983,IK Pathan,47,24,2,6,4.0,11.75,25.0
335983,JDP Oram,37,24,0,6,4.0,9.25,25.0
335983,JR Hopes,54,24,1,7,4.0,13.5,29.17
335983,Joginder Sharma,47,24,1,5,4.0,11.75,20.83
335983,K Goel,25,12,0,2,2.0,12.5,16.67
335983,M Muralitharan,35,24,1,5,4.0,8.75,20.83
335983,MS Gony,43,24,1,6,4.0,10.75,25.0
335983,P Amarnath,45,24,1,1,4.0,11.25,4.17
335983,PP Chawla,19,6,0,1,1.0,19.0,16.67
335983,S Sreesanth,35,18,0,5,3.0,11.67,27.78
335983,WA Mota,24,12,1,2,2.0,12.0,16.67
335984,B Geeves,41,24,1,8,4.0,10.25,33.33
335984,D Salunkhe,11,6,0,0,1.0,11.0,0.0
335984,DL Vettori,35,24,1,8,4.0,8.75,33.33
335984,GD McGrath,21,24,1,16,4.0,5.25,66.67
335984,MF Maharoof,14,24,2,10,4.0,3.5,41.67
335984,MM Patel,25,18,0,10,3.0,8.33,55.56
335984,R Bhatia,18,24,3,12,4.0,4.5,50.0
335984,SK Trivedi,32,18,0,6,3.0,10.67,33.33
335984,SK Warne,16,12,0,2,2.0,8.0,16.67
335984,SR Watson,31,24,1,9,4.0,7.75,37.5
335984,YK Pathan,17,13,0,4,2.17,7.83,30.77
335985,A Nehra,45,24,1,7,4.0,11.25,29.17
335985,AM Nayar,10,6,0,2,1.0,10.0,33.33
335985,B Akhil,19,18,2,6,3.0,6.33,33.33
335985,DS Kulkarni,19,16,1,8,2.67,7.12,50.0
335985,Harbhajan Singh,36,24,2,6,4.0,9.0,25.0
335985,JH Kallis,44,18,0,2,3.0,14.67,11.11
335985,P Kumar,29,24,1,11,4.0,7.25,45.83
335985,R Vinay Kumar,42,24,0,8,4.0,10.5,33.33
335985,SB Joshi,10,12,0,5,2.0,5.0,41.67
335985,SM Pollock,17,24,0,10,4.0,4.25,41.67
335985,ST Jayasuriya,39,24,1,3,4.0,9.75,12.5
335985,Z Khan,21,24,4,13,4.0,5.25,54.17
335986,A Symonds,24,12,0,3,2.0,12.0,25.0
335986,AB Agarkar,19,12,2,6,2.0,9.5,50.0
335986,AB Dinda,18,18,1,9,3.0,6.0,50.0
335986,DJ Hussey,35,18,1,7,3.0,11.67,38.89
335986,I Sharma,10,18,1,12,3.0,3.33,66.67
335986,M Kartik,17,22,4,14,3.67,4.63,63.64
335986,Mohammad Hafeez,11,24,1,14,4.0,2.75,58.33
335986,PP Ojha,20,24,2,11,4.0,5.0,45.83
335986,RP Singh,19,18,1,9,3.0,6.33,50.0
335986,SB Bangar,19,18,0,13,3.0,6.33,72.22
335986,SB Styris,20,24,0,14,4.0,5.0,58.33
335986,WPUJC Vaas,10,18,2,11,3.0,3.33,61.11
335987,B Lee,36,24,1,12,4.0,9.0,50.0
335987,D Salunkhe,22,11,1,4,1.83,12.02,36.36
335987,IK Pathan,21,24,1,11,4.0,5.25,45.83
335987,JR Hopes,34,24,1,10,4.0,8.5,41.67
335987,MM Patel,36,24,2,12,4.0,9.0,50.0
335987,PP Chawla,27,12,0,4,2.0,13.5,33.33
335987,Pankaj Singh,12,6,0,0,1.0,12.0,0.0
335987,S Sreesanth,38,19,1,9,3.17,11.99,47.37
335987,SK Trivedi,25,24,2,12,4.0,6.25,50.0
335987,SK Warne,19,24,3,11,4.0,4.75,45.83
335987,SR Watson,39,24,0,12,4.0,9.75,50.0
335987,WA Mota,12,6,0,1,1.0,12.0,16.67
335987,YK Pathan,13,6,0,3,1.0,13.0,50.0
335988,A Symonds,35,12,0,4,2.0,17.5,33.33
335988,GD McGrath,23,24,0,15,4.0,5.75,62.5
335988,MF Maharoof,36,24,2,10,4.0,9.0,41.67
335988,Mohammad Asif,20,24,2,16,4.0,5.0,66.67
335988,PP Ojha,12,6,0,2,1.0,12.0,33.33
335988,R Bhatia,27,24,3,9,4.0,6.75,37.5
335988,RP Singh,27,18,1,7,3.0,9.0,38.89
335988,SB Bangar,30,12,0,3,2.0,15.0,25.0
335988,Shahid Afridi,17,12,0,3,2.0,8.5,25.0
335988,VY Mahesh,36,24,1,6,4.0,9.0,25.0
335988,WPUJC Vaas,22,18,0,7,3.0,7.33,38.89
335989,A Nehra,35,24,2,12,4.0,8.75,50.0
335989,AM Nayar,14,6,0,2,1.0,14.0,33.33
335989,DJ Bravo,37,18,0,3,3.0,12.33,16.67
335989,DS Kulkarni,25,18,1,7,3.0,8.33,38.89
335989,Harbhajan Singh,15,12,0,2,2.0,7.5,16.67
335989,JDP Oram,53,24,1,7,4.0,13.25,29.17
335989,Joginder Sharma,29,24,2,8,4.0,7.25,33.33
335989,M Muralitharan,40,24,2,5,4.0,10.0,20.83
335989,MA Khote,30,18,2,3,3.0,10.0,16.67
335989,MS Gony,23,24,1,12,4.0,5.75,50.0
335989,P Amarnath,57,24,1,6,4.0,14.25,25.0
335989,SM Pollock,36,18,0,7,3.0,12.0,38.89
335989,VS Yeligati,16,6,0,1,1.0,16.0,16.67
335990,A Symonds,47,17,0,2,2.83,16.61,11.76
335990,D Kalyankrishna,30,18,1,4,3.0,10.0,22.22
335990,D Salunkhe,9,6,0,2,1.0,9.0,33.33
335990,MM Patel,55,24,0,7,4.0,13.75,29.17
335990,PP Ojha,23,12,0,3,2.0,11.5,25.0
335990,Pankaj Singh,14,12,0,4,2.0,7.0,33.33
335990,RP Singh,47,24,2,8,4.0,11.75,33.33
335990,SK Trivedi,37,18,0,2,3.0,12.33,11.11
335990,SK Warne,47,24,2,3,4.0,11.75,12.5
335990,SR Watson,32,24,1,13,4.0,8.0,54.17
335990,Shahid Afridi,28,24,3,9,4.0,7.0,37.5
335990,WPUJC Vaas,42,24,1,8,4.0,10.5,33.33
335990,YK Pathan,20,12,2,6,2.0,10.0,50.0
335991,A Nehra,22,18,2,7,3.0,7.33,38.89
335991,B Lee,10,24,2,17,4.0,2.5,70.83
335991,DJ Bravo,27,18,0,6,3.0,9.0,33.33
335991,DS Kulkarni,38,24,3,9,4.0,9.5,37.5
335991,Harbhajan Singh,33,24,4,8,4.0,8.25,33.33
335991,IK Pathan,19,24,2,15,4.0,4.75,62.5
335991,MA Khote,22,12,0,2,2.0,11.0,16.67
335991,PP Chawla,16,24,2,15,4.0,4.0,62.5
335991,S Sreesanth,31,24,2,12,4.0,7.75,50.0
335991,SM Pollock,40,24,1,8,4.0,10.0,33.33
335991,VRV Singh,40,24,1,10,4.0,10.0,41.67
335992,A Kumble,22,24,0,10,4.0,5.5,41.67
335992,JH Kallis,7,6,0,2,1.0,7.0,33.33
335992,MM Patel,20,18,2,9,3.0,6.67,50.0
335992,P Kumar,42,18,1,5,3.0,14.0,27.78
335992,R Vinay Kumar,15,12,0,4,2.0,7.5,33.33
335992,SB Joshi,27,19,1,9,3.17,8.52,47.37
335992,SK Trivedi,29,24,1,12,4.0,7.25,50.0
335992,SK Warne,24,24,2,14,4.0,6.0,58.33
335992,SR Watson,20,24,3,15,4.0,5.0,62.5
335992,Sohail Tanvir,32,24,0,13,4.0,8.0,54.17
335992,YK Pathan,10,6,0,1,1.0,10.0,16.67
335992,Z Khan,25,24,1,14,4.0,6.25,58.33
335993,AB Agarkar,20,18,1,8,3.0,6.67,44.44
335993,AB Dinda,25,18,0,11,3.0,8.33,61.11
335993,DJ Hussey,10,6,0,2,1.0,10.0,33.33
335993,I Sharma,28,18,0,8,3.0,9.33,44.44
335993,JDP Oram,32,24,3,9,4.0,8.0,37.5
335993,Joginder Sharma,32,24,2,7,4.0,8.0,29.17
335993,LR Shukla,19,12,0,2,2.0,9.5,16.67
335993,M Kartik,34,18,0,1,3.0,11.33,5.56
335993,M Muralitharan,13,24,0,14,4.0,3.25,58.33
335993,MS Gony,40,24,2,9,4.0,10.0,37.5
335993,Mohammad Hafeez,16,12,0,2,2.0,8.0,16.67
335993,P Amarnath,30,24,2,10,4.0,7.5,41.67
335994,A Nehra,19,12,0,5,2.0,9.5,41.67
335994,AM Nayar,22,6,0,0,1.0,22.0,0.0
335994,D Kalyankrishna,23,12,0,2,2.0,11.5,16.67
335994,DJ Bravo,31,13,0,3,2.17,14.29,23.08
335994,DNT Zoysa,30,24,1,11,4.0,7.5,45.83
335994,DS Kulkarni,8,6,0,4,1.0,8.0,66.67
335994,PP Ojha,14,12,0,4,2.0,7.0,33.33
335994,RP Singh,19,24,2,14,4.0,4.75,58.33
335994,SB Bangar,35,24,2,8,4.0,8.75,33.33
335994,SD Chitnis,21,12,0,3,2.0,10.5,25.0
335994,SM Pollock,33,12,0,3,2.0,16.5,25.0
335994,ST Jayasuriya,21,12,0,3,2.0,10.5,25.0
335994,Shahid Afridi,33,24,2,10,4.0,8.25,41.67
335995,B Lee,36,24,1,4,4.0,9.0,16.67
335995,GD McGrath,31,24,1,10,4.0,7.75,41.67
335995,IK Pathan,27,24,3,7,4.0,6.75,29.17
335995,MF Maharoof,31,18,0,7,3.0,10.33,38.89
335995,Mohammad Asif,40,24,2,10,4.0,10.0,41.67
335995,PP Chawla,29,24,0,12,4.0,7.25,50.0
335995,R Bhatia,5,6,1,2,1.0,5.0,33.33
335995,S Sreesanth,26,12,0,1,2.0,13.0,8.33
335995,Shoaib Malik,32,21,1,8,3.5,9.14,38.1
335995,VRV Singh,29,24,3,10,4.0,7.25,41.67
335995,VY Mahesh,23,24,1,9,4.0,5.75,37.5
335995,Yuvraj Singh,11,12,1,5,2.0,5.5,41.67
335996,B Akhil,34,24,0,9,4.0,8.5,37.5
335996,DW Steyn,40,24,0,11,4.0,10.0,45.83
335996,JA Morkel,38,24,1,6,4.0,9.5,25.0
335996,JDP Oram,27,24,2,10,4.0,6.75,41.67
335996,JH Kallis,36,24,0,4,4.0,9.0,16.67
335996,Joginder Sharma,28,22,2,4,3.67,7.63,18.18
335996,MS Gony,34,24,3,10,4.0,8.5,41.67
335996,P Amarnath,38,24,2,5,4.0,9.5,20.83
335996,P Kumar,29,24,2,8,4.0,7.25,33.33
335996,Z Khan,39,24,3,11,4.0,9.75,45.83
335997,A Nehra,9,6,0,3,1.0,9.0,50.0
335997,AB Agarkar,23,24,1,13,4.0,5.75,54.17
335997,AB Dinda,16,24,1,15,4.0,4.0,62.5
335997,CRD Fernando,42,24,1,7,4.0,10.5,29.17
335997,DJ Bravo,25,24,1,11,4.0,6.25,45.83
335997,DS Kulkarni,20,18,0,7,3.0,6.67,38.89
335997,I Sharma,33,22,1,13,3.67,8.99,59.09
335997,LR Shukla,11,6,0,1,1.0,11.0,16.67
335997,M Kartik,25,18,0,8,3.0,8.33,44.44
335997,Mohammad Hafeez,16,6,0,1,1.0,16.0,16.67
335997,SC Ganguly,14,12,0,1,2.0,7.0,8.33
335997,SM Pollock,27,24,2,11,4.0,6.75,45.83
335997,ST Jayasuriya,14,24,4,14,4.0,3.5,58.33
335998,DL Vettori,19,24,1,8,4.0,4.75,33.33
335998,DW Steyn,29,24,2,10,4.0,7.25,41.67
335998,GD McGrath,29,24,4,10,4.0,7.25,41.67
335998,JH Kallis,39,24,2,6,4.0,9.75,25.0
335998,Mohammad Asif,49,24,0,5,4.0,12.25,20.83
335998,P Kumar,24,24,0,7,4.0,6.0,29.17
335998,R Bhatia,14,6,0,1,1.0,14.0,16.67
335998,R Vinay Kumar,25,12,0,1,2.0,12.5,8.33
335998,SB Joshi,19,6,0,0,1.0,19.0,0.0
335998,Shoaib Malik,10,6,0,1,1.0,10.0,16.67
335998,V Kohli,11,6,0,0,1.0,11.0,0.0
335998,V Sehwag,31,12,0,0,2.0,15.5,0.0
335998,VY Mahesh,29,24,0,7,4.0,7.25,29.17
335998,Z Khan,44,24,1,7,4.0,11.0,29.17
335999,D Kalyankrishna,35,18,1,4,3.0,11.67,22.22
335999,DNT Zoysa,33,24,1,9,4.0,8.25,37.5
335999,Gagandeep Singh,37,24,1,10,4.0,9.25,41.67
335999,IK Pathan,31,24,2,8,4.0,7.75,33.33
335999,PP Chawla,28,24,4,8,4.0,7.0,33.33
335999,RP Singh,36,23,0,6,3.83,9.4,26.09
335999,S Sreesanth,33,24,1,9,4.0,8.25,37.5
335999,SB Bangar,26,24,1,9,4.0,6.5,37.5
335999,Shahid Afridi,28,18,0,3,3.0,9.33,16.67
335999,VRV Singh,35,24,0,5,4.0,8.75,20.83
335999,Y Venugopal Rao,9,6,0,1,1.0,9.0,16.67
336000,AB Agarkar,46,24,1,6,4.0,11.5,25.0
336000,AB Dinda,30,24,0,11,4.0,7.5,45.83
336000,DJ Hussey,26,12,0,1,2.0,13.0,8.33
336000,I Sharma,28,24,1,11,4.0,7.0,45.83
336000,LR Shukla,16,6,1,1,1.0,16.0,16.67
336000,MM Patel,30,24,0,6,4.0,7.5,25.0
336000,SC Ganguly,14,6,0,1,1.0,14.0,16.67
336000,SK Trivedi,31,24,3,8,4.0,7.75,33.33
336000,SK Warne,20,12,1,2,2.0,10.0,16.67
336000,SR Watson,23,19,2,10,3.17,7.26,52.63
336000,Sohail Tanvir,32,24,3,7,4.0,8.0,29.17
336000,Umar Gul,36,24,4,6,4.0,9.0,25.0
336000,YK Pathan,15,12,1,3,2.0,7.5,25.0
336001,GD McGrath,21,24,1,11,4.0,5.25,45.83
336001,JA Morkel,41,24,0,6,4.0,10.25,25.0
336001,Joginder Sharma,35,18,1,4,3.0,11.67,22.22
336001,M Muralitharan,27,24,0,9,4.0,6.75,37.5
336001,M Ntini,30,24,0,9,4.0,7.5,37.5
336001,MS Gony,39,24,1,8,4.0,9.75,33.33
336001,Mohammad Asif,34,24,1,7,4.0,8.5,29.17
336001,PJ Sangwan,40,24,1,6,4.0,10.0,25.0
336001,R Bhatia,11,6,1,1,1.0,11.0,16.67
336001,Shoaib Malik,11,6,0,1,1.0,11.0,16.67
336001,V Sehwag,21,12,1,5,2.0,10.5,41.67
336001,VY Mahesh,31,24,1,13,4.0,7.75,54.17
336002,A Kumble,35,24,1,10,4.0,8.75,41.67
336002,B Akhil,39,18,0,5,3.0,13.0,27.78
336002,DB Ravi Teja,19,12,1,3,2.0,9.5,25.0
336002,DP Vijaykumar,31,24,0,7,4.0,7.75,29.17
336002,DW Steyn,20,24,3,12,4.0,5.0,50.0
336002,JH Kallis,19,8,0,1,1.33,14.29,12.5
336002,LPC Silva,21,6,0,0,1.0,21.0,0.0
336002,R Vinay Kumar,27,24,4,17,4.0,6.75,70.83
336002,RP Singh,15,18,0,9,3.0,5.0,50.0
336002,SB Bangar,31,24,2,9,4.0,7.75,37.5
336002,V Kohli,25,22,2,6,3.67,6.81,27.27
336002,WPUJC Vaas,36,24,2,10,4.0,9.0,41.67
336002,Y Venugopal Rao,18,6,0,0,1.0,18.0,0.0
336003,AB Agarkar,26,18,0,5,3.0,8.67,27.78
336003,AB Dinda,25,18,1,11,3.0,8.33,61.11
336003,DJ Hussey,27,18,2,7,3.0,9.0,38.89
336003,Gagandeep Singh,43,24,1,6,4.0,10.75,25.0
336003,I Sharma,43,24,0,7,4.0,10.75,29.17
336003,IK Pathan,19,24,2,15,4.0,4.75,62.5
336003,JR Hopes,35,18,0,4,3.0,11.67,22.22
336003,Mohammad Hafeez,28,18,1,5,3.0,9.33,27.78
336003,PP Chawla,16,6,0,2,1.0,16.0,33.33
336003,S Sreesanth,25,24,2,13,4.0,6.25,54.17
336003,Umar Gul,29,24,2,7,4.0,7.25,29.17
336003,VRV Singh,31,24,1,6,4.0,7.75,25.0
336004,A Nehra,26,24,3,10,4.0,6.5,41.67
336004,DJ Bravo,29,18,1,4,3.0,9.67,22.22
336004,DJ Thornely,15,12,1,3,2.0,7.5,25.0
336004,DS Kulkarni,18,17,3,8,2.83,6.36,47.06
336004,GD McGrath,27,24,0,10,4.0,6.75,41.67
336004,Mohammad Asif,46,24,1,9,4.0,11.5,37.5
336004,PJ Sangwan,22,24,1,9,4.0,5.5,37.5
336004,R Bhatia,22,12,1,5,2.0,11.0,41.67
336004,RR Raje,13,12,0,3,2.0,6.5,25.0
336004,SM Pollock,16,24,2,15,4.0,4.0,62.5
336004,ST Jayasuriya,16,6,0,0,1.0,16.0,0.0
336004,Shoaib Malik,6,6,1,3,1.0,6.0,50.0
336004,V Sehwag,2,6,1,4,1.0,2.0,66.67
336004,VY Mahesh,37,24,3,10,4.0,9.25,41.67
336005,JA Morkel,14,6,0,3,1.0,14.0,50.0
336005,M Muralitharan,20,24,1,13,4.0,5.0,54.17
336005,M Ntini,18,18,0,9,3.0,6.0,50.0
336005,MM Patel,16,24,2,12,4.0,4.0,50.0
336005,MS Gony,26,18,0,7,3.0,8.67,38.89
336005,S Vidyut,22,12,1,5,2.0,11.0,41.67
336005,SK Raina,10,8,0,2,1.33,7.52,25.0
336005,SK Trivedi,17,12,0,4,2.0,8.5,33.33
336005,SK Warne,29,18,1,6,3.0,9.67,33.33
336005,SR Watson,23,24,1,17,4.0,5.75,70.83
336005,Sohail Tanvir,15,24,6,16,4.0,3.75,66.67
336005,YK Pathan,9,12,0,6,2.0,4.5,50.0
336006,A Kumble,36,20,0,7,3.33,10.81,35.0
336006,DW Steyn,20,24,0,14,4.0,5.0,58.33
336006,Gagandeep Singh,28,18,0,4,3.0,9.33,22.22
336006,IK Pathan,13,20,3,14,3.33,3.9,70.0
336006,JH Kallis,19,18,0,5,3.0,6.33,27.78
336006,JR Hopes,11,6,0,1,1.0,11.0,16.67
336006,P Kumar,22,24,2,13,4.0,5.5,54.17
336006,PP Chawla,25,24,3,12,4.0,6.25,50.0
336006,S Sreesanth,16,24,2,17,4.0,4.0,70.83
336006,VRV Singh,33,24,2,10,4.0,8.25,41.67
336006,Z Khan,30,24,2,12,4.0,7.5,50.0
336007,DP Vijaykumar,18,18,1,11,3.0,6.0,61.11
336007,JA Morkel,26,24,1,13,4.0,6.5,54.17
336007,Joginder Sharma,45,18,0,7,3.0,15.0,38.89
336007,M Muralitharan,25,24,1,11,4.0,6.25,45.83
336007,M Ntini,37,24,0,10,4.0,9.25,41.67
336007,MS Gony,15,18,1,9,3.0,5.0,50.0
336007,PP Ojha,22,24,1,10,4.0,5.5,41.67
336007,RP Singh,16,18,2,10,3.0,5.33,55.56
336007,SB Bangar,36,24,1,9,4.0,9.0,37.5
336007,SB Styris,24,18,1,8,3.0,8.0,44.44
336007,Shahid Afridi,28,18,1,5,3.0,9.33,27.78
336008,A Nehra,13,18,3,12,3.0,4.33,66.67
336008,DJ Bravo,14,14,2,6,2.33,6.01,42.86
336008,DS Kulkarni,21,18,2,10,3.0,7.0,55.56
336008,MM Patel,22,18,0,8,3.0,7.33,44.44
336008,RR Raje,19,18,2,6,3.0,6.33,33.33
336008,SK Trivedi,24,18,0,8,3.0,8.0,44.44
336008,SK Warne,19,12,1,5,2.0,9.5,41.67
336008,SM Pollock,19,18,1,7,3.0,6.33,38.89
336008,SR Watson,26,24,2,10,4.0,6.5,41.67
336008,ST Jayasuriya,17,12,0,2,2.0,8.5,16.67
336008,Sohail Tanvir,13,19,0,13,3.17,4.1,68.42
336009,CK Kapugedera,15,6,0,0,1.0,15.0,0.0
336009,GD McGrath,24,24,1,8,4.0,6.0,33.33
336009,JA Morkel,35,24,2,7,4.0,8.75,29.17
336009,L Balaji,36,24,2,5,4.0,9.0,20.83
336009,M Muralitharan,28,24,0,6,4.0,7.0,25.0
336009,MS Gony,37,24,1,5,4.0,9.25,20.83
336009,Mohammad Asif,35,24,1,5,4.0,8.75,20.83
336009,P Amarnath,36,18,0,3,3.0,12.0,16.67
336009,PJ Sangwan,30,24,2,8,4.0,7.5,33.33
336009,Shoaib Malik,28,12,0,2,2.0,14.0,16.67
336009,V Sehwag,30,12,0,3,2.0,15.0,25.0
336009,VY Mahesh,41,24,2,7,4.0,10.25,29.17
336010,A Kumble,22,18,1,9,3.0,7.33,50.0
336010,AB Dinda,20,18,0,8,3.0,6.67,44.44
336010,DW Steyn,28,24,3,10,4.0,7.0,41.67
336010,I Sharma,25,24,1,10,4.0,6.25,41.67
336010,LR Shukla,15,6,0,0,1.0,15.0,0.0
336010,M Kartik,25,12,1,2,2.0,12.5,16.67
336010,P Kumar,37,18,1,6,3.0,12.33,33.33
336010,R Vinay Kumar,15,18,1,8,3.0,5.0,44.44
336010,SC Ganguly,8,18,1,10,3.0,2.67,55.56
336010,Umar Gul,31,18,1,6,3.0,10.33,33.33
336010,Z Khan,27,18,1,7,3.0,9.0,38.89
336011,DP Vijaykumar,10,6,0,2,1.0,10.0,33.33
336011,MM Patel,28,24,1,9,4.0,7.0,37.5
336011,PP Ojha,47,24,1,6,4.0,11.75,25.0
336011,RP Singh,24,24,1,13,4.0,6.0,54.17
336011,SB Bangar,20,12,0,2,2.0,10.0,16.67
336011,SB Styris,14,12,0,5,2.0,7.0,41.67
336011,SK Trivedi,9,18,2,10,3.0,3.0,55.56
336011,SK Warne,20,24,2,9,4.0,5.0,37.5
336011,SR Watson,23,18,1,7,3.0,7.67,38.89
336011,Shahid Afridi,11,12,0,5,2.0,5.5,41.67
336011,Sohail Tanvir,41,24,1,10,4.0,10.25,41.67
336011,Y Venugopal Rao,15,6,0,0,1.0,15.0,0.0
336011,YK Pathan,19,12,1,2,2.0,9.5,16.67
336012,A Kumble,45,24,0,5,4.0,11.25,20.83
336012,A Nehra,21,18,1,8,3.0,7.0,44.44
336012,B Akhil,20,18,0,6,3.0,6.67,33.33
336012,CRD Fernando,18,24,5,16,4.0,4.5,66.67
336012,DR Smith,26,24,3,11,4.0,6.5,45.83
336012,DS Kulkarni,34,18,0,5,3.0,11.33,27.78
336012,DW Steyn,15,24,1,17,4.0,3.75,70.83
336012,P Kumar,21,12,0,6,2.0,10.5,50.0
336012,R Vinay Kumar,25,18,0,9,3.0,8.33,50.0
336012,SM Pollock,23,24,0,9,4.0,5.75,37.5
336013,CK Kapugedera,8,6,0,0,1.0,8.0,0.0
336013,IK Pathan,33,24,0,9,4.0,8.25,37.5
336013,JA Morkel,25,24,1,10,4.0,6.25,41.67
336013,JR Hopes,38,24,0,6,4.0,9.5,25.0
336013,L Balaji,25,24,5,12,4.0,6.25,50.0
336013,M Muralitharan,32,24,1,9,4.0,8.0,37.5
336013,MS Gony,38,24,1,11,4.0,9.5,45.83
336013,P Amarnath,35,18,1,4,3.0,11.67,22.22
336013,PP Chawla,36,18,1,5,3.0,12.0,27.78
336013,S Sreesanth,30,24,2,10,4.0,7.5,41.67
336013,VRV Singh,36,24,1,9,4.0,9.0,37.5
336013,Yuvraj Singh,8,6,0,1,1.0,8.0,16.67
336014,AB Dinda,33,24,3,12,4.0,8.25,50.0
336014,DP Vijaykumar,21,18,1,8,3.0,7.0,44.44
336014,I Sharma,28,18,0,7,3.0,9.33,38.89
336014,LR Shukla,16,12,1,5,2.0,8.0,41.67
336014,M Kartik,31,18,0,6,3.0,10.33,33.33
336014,PP Ojha,26,12,0,3,2.0,13.0,25.0
336014,RP Singh,59,24,1,5,4.0,14.75,20.83
336014,SB Bangar,10,6,0,2,1.0,10.0,33.33
336014,SB Styris,28,18,0,9,3.0,9.33,50.0
336014,SC Ganguly,26,24,2,10,4.0,6.5,41.67
336014,Umar Gul,47,24,1,8,4.0,11.75,33.33
336014,WPUJC Vaas,36,18,1,5,3.0,12.0,27.78
336014,Y Venugopal Rao,24,24,1,10,4.0,6.0,41.67
336015,A Mishra,27,17,2,6,2.83,9.54,35.29
336015,AD Mascarenhas,31,24,2,8,4.0,7.75,33.33
336015,GD McGrath,12,24,1,16,4.0,3.0,66.67
336015,MF Maharoof,24,24,3,13,4.0,6.0,54.17
336015,MM Patel,25,24,1,8,4.0,6.25,33.33
336015,PJ Sangwan,37,24,0,5,4.0,9.25,20.83
336015,SK Trivedi,29,24,2,8,4.0,7.25,33.33
336015,SK Warne,47,24,0,6,4.0,11.75,25.0
336015,SR Watson,24,24,2,11,4.0,6.0,45.83
336015,V Sehwag,21,12,1,4,2.0,10.5,33.33
336015,VY Mahesh,38,13,0,3,2.17,17.51,23.08
336016,A Kumble,40,24,0,9,4.0,10.0,37.5
336016,DW Steyn,33,12,0,1,2.0,16.5,8.33
336016,IK Pathan,28,24,2,9,4.0,7.0,37.5
336016,JR Hopes,22,12,0,4,2.0,11.0,33.33
336016,P Kumar,15,16,0,6,2.67,5.62,37.5
336016,PP Chawla,33,24,2,6,4.0,8.25,25.0
336016,R Vinay Kumar,11,12,1,6,2.0,5.5,50.0
336016,S Sreesanth,30,24,3,10,4.0,7.5,41.67
336016,V Kohli,9,6,0,0,1.0,9.0,0.0
336016,VRV Singh,16,24,1,10,4.0,4.0,41.67
336016,Yuvraj Singh,14,12,0,3,2.0,7.0,25.0
336016,Z Khan,36,24,0,10,4.0,9.0,41.67
336017,A Mishra,14,18,0,7,3.0,4.67,38.89
336017,AB Dinda,30,24,2,10,4.0,7.5,41.67
336017,GD McGrath,24,24,0,8,4.0,6.0,33.33
336017,I Sharma,18,18,0,6,3.0,6.0,33.33
336017,Iqbal Abdulla,22,18,1,6,3.0,7.33,33.33
336017,LR Shukla,6,5,3,4,0.83,7.23,80.0
336017,MF Maharoof,25,24,2,7,4.0,6.25,29.17
336017,PJ Sangwan,29,24,2,11,4.0,7.25,45.83
336017,SC Ganguly,23,24,0,8,4.0,5.75,33.33
336017,Shoaib Akhtar,11,18,4,12,3.0,3.67,66.67
336017,V Sehwag,7,6,0,2,1.0,7.0,33.33
336017,VY Mahesh,34,24,2,8,4.0,8.5,33.33
336018,A Nehra,32,24,0,11,4.0,8.0,45.83
336018,CK Kapugedera,26,5,0,0,0.83,31.33,0.0
336018,DJ Bravo,38,24,2,9,4.0,9.5,37.5
336018,DJ Thornely,10,6,0,3,1.0,10.0,50.0
336018,DS Kulkarni,33,24,3,13,4.0,8.25,54.17
336018,JA Morkel,47,18,0,7,3.0,15.67,38.89
336018,Joginder Sharma,25,18,1,8,3.0,8.33,44.44
336018,L Balaji,9,12,0,9,2.0,4.5,75.0
336018,M Muralitharan,20,12,0,3,2.0,10.0,25.0
336018,MS Gony,31,18,0,10,3.0,10.33,55.56
336018,RR Raje,34,18,0,3,3.0,11.33,16.67
336018,SM Pollock,9,24,1,17,4.0,2.25,70.83
336019,D Salunkhe,23,18,0,7,3.0,7.67,38.89
336019,IK Pathan,10,24,1,17,4.0,2.5,70.83
336019,JR Hopes,31,18,2,6,3.0,10.33,33.33
336019,MM Patel,37,24,0,12,4.0,9.25,50.0
336019,PP Chawla,35,24,3,7,4.0,8.75,29.17
336019,Pankaj Singh,48,18,0,3,3.0,16.0,16.67
336019,RR Powar,8,6,0,1,1.0,8.0,16.67
336019,S Sreesanth,44,18,1,5,3.0,14.67,27.78
336019,SK Trivedi,48,24,0,7,4.0,12.0,29.17
336019,SR Watson,41,24,2,10,4.0,10.25,41.67
336019,VRV Singh,32,24,0,7,4.0,8.0,29.17
336019,YK Pathan,24,12,1,2,2.0,12.0,16.67
336019,Yuvraj Singh,20,6,0,0,1.0,20.0,0.0
336020,A Mishra,17,24,5,11,4.0,4.25,45.83
336020,DP Vijaykumar,24,24,1,11,4.0,6.0,45.83
